track_id,track_name,track_artist,track_preview
1u4mQJwFSZ1a6Cl8fLKBqA,Glopeta,"Brytiago, Noriel, Juhn, Baby Rasta, Anonimus",https://p.scdn.co/mp3-preview/f053150ce8c4e2e0e5a37ce63aacb7f718237bb2?cid=42af1dc139184fc09475bdf54c5029cf
28exYdxUzI15oxOeKYjDeD,Bebé - (Remix),"Brytiago, Daddy Yankee, Nicky Jam",https://p.scdn.co/mp3-preview/02cccdbaa52cacba1b72f7ecb13ae2e8b5f98110?cid=42af1dc139184fc09475bdf54c5029cf
0nE78Bc5Azu5kWum01TmKR,Ganas de Verte,"Brytiago, Ak4:20",https://p.scdn.co/mp3-preview/50e57a860a3fb24c41be037f6c1e28fdf264cb2f?cid=42af1dc139184fc09475bdf54c5029cf
47vHEvoS89m1utR9eqQoHd,Lonely,"Brytiago, Darell",https://p.scdn.co/mp3-preview/036fdecb31d6829425f2d6e4be72ab4411ce2582?cid=42af1dc139184fc09475bdf54c5029cf
3fAwTY8XWSLxyX5Rgungap,Que Le De - Remix,"Rauw Alejandro, Nicky Jam, Brytiago, Myke Towers, Justin Quiles",https://p.scdn.co/mp3-preview/735d66d519d398b3b079d7cd3e5d0b18ad035f7d?cid=42af1dc139184fc09475bdf54c5029cf
6Es8Sk3xe1HiJ2MXCfHHwR,La_Original.mp3,"Emilia, TINI",https://p.scdn.co/mp3-preview/ef94ea5c61f3ae9bb0f24f8aa11c9bacbdfe5643?cid=42af1dc139184fc09475bdf54c5029cf
7M0mBls29IohQIPGqegcyE,como si no importara,"Emilia, Duki",https://p.scdn.co/mp3-preview/35bc0ad770f3198cff9cfc648dcd42c2c379e08f?cid=42af1dc139184fc09475bdf54c5029cf
5f4mOETLngamMDTJnbF9s7,Exclusive.mp3,Emilia,https://p.scdn.co/mp3-preview/3e7e65bed251c92c2b6364da3ef7ec5ec07d0e39?cid=42af1dc139184fc09475bdf54c5029cf
6tjz2ZCL2jmPY1jPsbRk2H,Uno los Dos,"Miranda!, Emilia",https://p.scdn.co/mp3-preview/2566d95b21b6d88fb46b54fdfdded781773381b3?cid=42af1dc139184fc09475bdf54c5029cf
7xX7bER73YZSE4m76OpMXV,Salgo a Bailar,"FMK, Emilia",https://p.scdn.co/mp3-preview/0b407a95ed1f3a608024ab2cbea0fdf04df808e8?cid=42af1dc139184fc09475bdf54c5029cf
